year,round,race_date,race_name,circuit,circuit_id,has_sprint,driver,driver_full_name,driver_code,driver_id,driver_number,driver_nationality,constructor,constructor_id,constructor_nationality,grid_position,quali_position,quali_time,final_position,points,laps,status,race_time,fastest_lap_time,fastest_lap_rank,position_change,quali_to_race_change,scored_points,finished
2023,6,2023-06-01,Miami Grand Prix,Miami Circuit,miami,True,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,19,19,1:31.900,15,0,57,Finished,8.500,1:33.866,7,4,4,False,True
2023,6,2023-06-01,Miami Grand Prix,Miami Circuit,miami,True,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,18,18,1:31.800,16,0,57,Finished,9.000,1:32.253,8,2,2,False,True
2023,6,2023-06-01,Miami Grand Prix,Miami Circuit,miami,True,Sargeant,Name Sargeant,SAR,sargeant,2,International,Williams,williams,International,20,20,1:32.000,17,0,57,Finished,9.500,1:32.384,6,3,3,False,True
2023,6,2023-06-01,Miami Grand Prix,Miami Circuit,miami,True,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,10,10,1:31.000,99,0,46,Engine,N/A,1:32.751,N/A,-89,-89,False,False
2023,6,2023-06-01,Miami Grand Prix,Miami Circuit,miami,True,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,12,12,1:31.200,99,0,41,Engine,N/A,1:33.352,N/A,-87,-87,False,False
2023,6,2023-06-01,Miami Grand Prix,Miami Circuit,miami,True,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,17,17,1:31.700,99,0,32,Collision,N/A,1:33.491,N/A,-82,-82,False,False
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,1,1,1:30.100,1,25,57,Finished,1.500,1:33.849,9,0,0,True,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Perez,Name Perez,PER,perez,11,International,Red Bull,redbull,International,2,2,1:30.200,2,18,57,Finished,2.000,1:32.200,6,0,0,True,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,4,4,1:30.400,3,15,57,Finished,2.500,1:33.166,9,1,1,True,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,11,11,1:31.100,4,12,57,Finished,3.000,1:33.215,19,7,7,True,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,7,7,1:30.700,5,10,57,Finished,3.500,1:32.711,8,2,2,True,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Bottas,Name Bottas,BOT,bottas,77,International,Alfa Romeo,alfaromeo,International,8,8,1:30.800,6,8,57,Finished,4.000,1:32.300,19,2,2,True,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,10,10,1:31.000,7,6,57,Finished,4.500,1:32.686,9,3,3,True,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,5,5,1:30.500,8,4,57,Finished,5.000,1:32.825,14,-3,-3,True,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Ocon,Name Ocon,OCO,ocon,31,International,Alpine F1 Team,alpinef1team,International,18,18,1:31.800,9,2,57,Finished,5.500,1:33.785,2,9,9,True,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Magnussen,Name Magnussen,MAG,magnussen,20,International,Haas F1 Team,haasf1team,International,17,17,1:31.700,10,1,57,Finished,6.000,1:32.131,3,7,7,True,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,de Vries,Name de Vries,DEV,devries,21,International,AlphaTauri,alphatauri,International,16,16,1:31.600,11,0,57,Finished,6.500,1:33.498,2,5,5,False,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,9,9,1:30.900,12,0,57,Finished,7.000,1:33.436,4,-3,-3,False,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Zhou,Name Zhou,ZHO,zhou,24,International,Alfa Romeo,alfaromeo,International,6,6,1:30.600,13,0,57,Finished,7.500,1:33.173,4,-7,-7,False,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,12,12,1:31.200,14,0,57,Finished,8.000,1:32.333,3,-2,-2,False,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,14,14,1:31.400,15,0,57,Finished,8.500,1:33.589,3,-1,-1,False,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,15,15,1:31.500,16,0,57,Finished,9.000,1:32.409,17,-1,-1,False,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Sargeant,Name Sargeant,SAR,sargeant,2,International,Williams,williams,International,20,20,1:32.000,17,0,57,Finished,9.500,1:33.219,15,3,3,False,True
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Sainz,Name Sainz,SAI,sainz,55,International,Ferrari,ferrari,International,3,3,1:30.300,99,0,37,Gearbox,N/A,1:32.454,N/A,-96,-96,False,False
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,AlphaTauri,alphatauri,International,13,13,1:31.300,99,0,28,Collision,N/A,1:33.529,N/A,-86,-86,False,False
2023,7,2023-07-01,Emilia Romagna Grand Prix,Emilia Romagna Circuit,imola,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,19,19,1:31.900,99,0,23,Hydraulics,N/A,1:33.759,N/A,-80,-80,False,False
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,2,2,1:30.200,1,25,57,Finished,1.500,1:33.406,8,1,1,True,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Perez,Name Perez,PER,perez,11,International,Red Bull,redbull,International,1,1,1:30.100,2,18,57,Finished,2.000,1:32.097,17,-1,-1,True,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,AlphaTauri,alphatauri,International,7,7,1:30.700,3,15,57,Finished,2.500,1:32.193,19,4,4,True,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,5,5,1:30.500,4,12,57,Finished,3.000,1:32.145,4,1,1,True,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Ocon,Name Ocon,OCO,ocon,31,International,Alpine F1 Team,alpinef1team,International,8,8,1:30.800,5,10,57,Finished,3.500,1:33.216,2,3,3,True,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,3,3,1:30.300,6,8,57,Finished,4.000,1:33.922,5,-3,-3,True,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,4,4,1:30.400,7,6,57,Finished,4.500,1:32.426,18,-3,-3,True,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,14,14,1:31.400,8,4,57,Finished,5.000,1:32.269,16,6,6,True,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,6,6,1:30.600,9,2,57,Finished,5.500,1:33.675,10,-3,-3,True,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,10,10,1:31.000,10,1,57,Finished,6.000,1:33.103,9,0,0,True,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,11,11,1:31.100,11,0,57,Finished,6.500,1:32.320,6,0,0,False,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,15,15,1:31.500,12,0,57,Finished,7.000,1:33.762,19,3,3,False,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Magnussen,Name Magnussen,MAG,magnussen,20,International,Haas F1 Team,haasf1team,International,20,20,1:32.000,13,0,57,Finished,7.500,1:33.970,3,7,7,False,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Sainz,Name Sainz,SAI,sainz,55,International,Ferrari,ferrari,International,13,13,1:31.300,14,0,57,Finished,8.000,1:33.064,19,-1,-1,False,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,16,16,1:31.600,15,0,57,Finished,8.500,1:33.533,6,1,1,False,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Zhou,Name Zhou,ZHO,zhou,24,International,Alfa Romeo,alfaromeo,International,17,17,1:31.700,16,0,57,Finished,9.000,1:32.203,5,1,1,False,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Bottas,Name Bottas,BOT,bottas,77,International,Alfa Romeo,alfaromeo,International,18,18,1:31.800,17,0,57,Finished,9.500,1:33.072,5,1,1,False,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,de Vries,Name de Vries,DEV,devries,21,International,AlphaTauri,alphatauri,International,19,19,1:31.900,18,0,57,Finished,10.000,1:33.794,12,1,1,False,True
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Sargeant,Name Sargeant,SAR,sargeant,2,International,Williams,williams,International,9,9,1:30.900,99,0,32,Hydraulics,N/A,1:33.088,N/A,-90,-90,False,False
2023,8,2023-08-01,Monaco Grand Prix,Monaco Circuit,monaco,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,12,12,1:31.200,99,0,40,Hydraulics,N/A,1:32.717,N/A,-87,-87,False,False
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Perez,Name Perez,PER,perez,11,International,Red Bull,redbull,International,1,1,1:30.100,1,25,57,Finished,1.500,1:33.584,11,0,0,True,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,7,7,1:30.700,2,18,57,Finished,2.000,1:32.723,13,5,5,True,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,3,3,1:30.300,3,15,57,Finished,2.500,1:32.548,9,0,0,True,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,10,10,1:31.000,4,12,57,Finished,3.000,1:32.432,13,6,6,True,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,2,2,1:30.200,5,10,57,Finished,3.500,1:33.039,14,-3,-3,True,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,8,8,1:30.800,6,8,57,Finished,4.000,1:32.717,17,2,2,True,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Colapinto,Name Colapinto,COL,colapinto,43,International,Williams,williams,International,5,5,1:30.500,7,6,57,Finished,4.500,1:32.725,10,-2,-2,True,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,6,6,1:30.600,8,4,57,Finished,5.000,1:33.368,2,-2,-2,True,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,4,4,1:30.400,9,2,57,Finished,5.500,1:32.007,19,-5,-5,True,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,12,12,1:31.200,10,1,57,Finished,6.000,1:32.288,11,2,2,True,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Magnussen,Name Magnussen,MAG,magnussen,20,International,Haas F1 Team,haasf1team,International,14,14,1:31.400,11,0,57,Finished,6.500,1:32.319,10,3,3,False,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Sainz,Name Sainz,SAI,sainz,55,International,Ferrari,ferrari,International,9,9,1:30.900,12,0,57,Finished,7.000,1:33.194,12,-3,-3,False,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Ocon,Name Ocon,OCO,ocon,31,International,Alpine F1 Team,alpinef1team,International,17,17,1:31.700,13,0,57,Finished,7.500,1:32.976,6,4,4,False,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,13,13,1:31.300,14,0,57,Finished,8.000,1:33.126,15,-1,-1,False,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,19,19,1:31.900,15,0,57,Finished,8.500,1:32.730,12,4,4,False,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,15,15,1:31.500,16,0,57,Finished,9.000,1:33.162,1,-1,-1,False,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Bottas,Name Bottas,BOT,bottas,77,International,Sauber,sauber,International,11,11,1:31.100,17,0,57,Finished,9.500,1:33.142,11,-6,-6,False,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Ricciardo,Name Ricciardo,RIC,ricciardo,3,International,RB,rb,International,18,18,1:31.800,18,0,57,Finished,10.000,1:33.956,20,0,0,False,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Zhou,Name Zhou,ZHO,zhou,24,International,Sauber,sauber,International,20,20,1:32.000,19,0,57,Finished,10.500,1:32.728,11,1,1,False,True
2024,1,2024-01-01,Bahrain Grand Prix,Bahrain Circuit,bahrain,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,16,16,1:31.600,99,0,31,Collision,N/A,1:33.631,N/A,-83,-83,False,False
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,1,1,1:30.100,1,25,57,Finished,1.500,1:33.445,6,0,0,True,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Perez,Name Perez,PER,perez,11,International,Red Bull,redbull,International,2,2,1:30.200,2,18,57,Finished,2.000,1:33.413,7,0,0,True,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,9,9,1:30.900,3,15,57,Finished,2.500,1:33.905,10,6,6,True,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,11,11,1:31.100,4,12,57,Finished,3.000,1:32.522,6,7,7,True,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,6,6,1:30.600,5,10,57,Finished,3.500,1:32.396,14,1,1,True,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,4,4,1:30.400,6,8,57,Finished,4.000,1:32.276,4,-2,-2,True,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Ocon,Name Ocon,OCO,ocon,31,International,Alpine F1 Team,alpinef1team,International,7,7,1:30.700,7,6,57,Finished,4.500,1:33.494,2,0,0,True,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,5,5,1:30.500,8,4,57,Finished,5.000,1:33.430,16,-3,-3,True,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Sainz,Name Sainz,SAI,sainz,55,International,Ferrari,ferrari,International,3,3,1:30.300,9,2,57,Finished,5.500,1:33.573,17,-6,-6,True,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,8,8,1:30.800,10,1,57,Finished,6.000,1:32.900,3,-2,-2,True,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Zhou,Name Zhou,ZHO,zhou,24,International,Sauber,sauber,International,10,10,1:31.000,11,0,57,Finished,6.500,1:33.101,2,-1,-1,False,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,15,15,1:31.500,12,0,57,Finished,7.000,1:33.273,5,3,3,False,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,16,16,1:31.600,13,0,57,Finished,7.500,1:32.804,2,3,3,False,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,18,18,1:31.800,14,0,57,Finished,8.000,1:32.544,7,4,4,False,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,12,12,1:31.200,15,0,57,Finished,8.500,1:33.656,1,-3,-3,False,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Magnussen,Name Magnussen,MAG,magnussen,20,International,Haas F1 Team,haasf1team,International,17,17,1:31.700,16,0,57,Finished,9.000,1:33.060,12,1,1,False,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Bottas,Name Bottas,BOT,bottas,77,International,Sauber,sauber,International,13,13,1:31.300,17,0,57,Finished,9.500,1:32.030,1,-4,-4,False,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,14,14,1:31.400,18,0,57,Finished,10.000,1:33.953,12,-4,-4,False,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Ricciardo,Name Ricciardo,RIC,ricciardo,3,International,RB,rb,International,19,19,1:31.900,19,0,57,Finished,10.500,1:33.509,9,0,0,False,True
2024,2,2024-02-01,Saudi Arabian Grand Prix,Saudi Arabian Circuit,jeddah,False,Colapinto,Name Colapinto,COL,colapinto,43,International,Williams,williams,International,20,20,1:32.000,99,0,32,Engine,N/A,1:32.437,N/A,-79,-79,False,False
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,3,3,1:30.300,1,25,57,Finished,1.500,1:33.440,6,2,2,True,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,2,2,1:30.200,2,18,57,Finished,2.000,1:33.107,12,0,0,True,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Piastri,Name Piastri,PIA,piastri,81,International,McLaren,mclaren,International,4,4,1:30.400,3,15,57,Finished,2.500,1:33.738,17,1,1,True,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Perez,Name Perez,PER,perez,11,International,Red Bull,redbull,International,1,1,1:30.100,4,12,57,Finished,3.000,1:32.476,12,-3,-3,True,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,9,9,1:30.900,5,10,57,Finished,3.500,1:33.754,9,4,4,True,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Sainz,Name Sainz,SAI,sainz,55,International,Ferrari,ferrari,International,15,15,1:31.500,6,8,57,Finished,4.000,1:32.850,10,9,9,True,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,10,10,1:31.000,7,6,57,Finished,4.500,1:32.874,18,3,3,True,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,5,5,1:30.500,8,4,57,Finished,5.000,1:33.268,7,-3,-3,True,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Tsunoda,Name Tsunoda,TSU,tsunoda,22,International,RB,rb,International,6,6,1:30.600,9,2,57,Finished,5.500,1:32.421,7,-3,-3,True,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,8,8,1:30.800,10,1,57,Finished,6.000,1:33.097,11,-2,-2,True,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Ricciardo,Name Ricciardo,RIC,ricciardo,3,International,RB,rb,International,12,12,1:31.200,11,0,57,Finished,6.500,1:32.518,9,1,1,False,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Hulkenberg,Name Hulkenberg,HUL,hulkenberg,27,International,Haas F1 Team,haasf1team,International,13,13,1:31.300,12,0,57,Finished,7.000,1:32.067,11,1,1,False,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Gasly,Name Gasly,GAS,gasly,10,International,Alpine F1 Team,alpinef1team,International,7,7,1:30.700,13,0,57,Finished,7.500,1:33.903,13,-6,-6,False,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Alonso,Name Alonso,ALO,alonso,14,International,Aston Martin,astonmartin,International,16,16,1:31.600,14,0,57,Finished,8.000,1:33.872,10,2,2,False,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Zhou,Name Zhou,ZHO,zhou,24,International,Sauber,sauber,International,14,14,1:31.400,15,0,57,Finished,8.500,1:33.405,12,-1,-1,False,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Bottas,Name Bottas,BOT,bottas,77,International,Sauber,sauber,International,19,19,1:31.900,16,0,57,Finished,9.000,1:33.354,3,3,3,False,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Albon,Name Albon,ALB,albon,23,International,Williams,williams,International,11,11,1:31.100,17,0,57,Finished,9.500,1:32.583,9,-6,-6,False,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Magnussen,Name Magnussen,MAG,magnussen,20,International,Haas F1 Team,haasf1team,International,18,18,1:31.800,18,0,57,Finished,10.000,1:33.216,20,0,0,False,True
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Ocon,Name Ocon,OCO,ocon,31,International,Alpine F1 Team,alpinef1team,International,17,17,1:31.700,99,0,23,Gearbox,N/A,1:32.858,N/A,-82,-82,False,False
2024,3,2024-03-01,Australian Grand Prix,Australian Circuit,albert_park,True,Colapinto,Name Colapinto,COL,colapinto,43,International,Williams,williams,International,20,20,1:32.000,99,0,47,Gearbox,N/A,1:32.650,N/A,-79,-79,False,False
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Hamilton,Name Hamilton,HAM,hamilton,44,International,Mercedes,mercedes,International,2,2,1:30.200,1,25,57,Finished,1.500,1:33.085,20,1,1,True,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Norris,Name Norris,NOR,norris,4,International,McLaren,mclaren,International,1,1,1:30.100,2,18,57,Finished,2.000,1:32.137,11,-1,-1,True,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Russell,Name Russell,RUS,russell,63,International,Mercedes,mercedes,International,5,5,1:30.500,3,15,57,Finished,2.500,1:32.484,11,2,2,True,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Sainz,Name Sainz,SAI,sainz,55,International,Ferrari,ferrari,International,6,6,1:30.600,4,12,57,Finished,3.000,1:32.924,3,2,2,True,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Verstappen,Name Verstappen,VER,verstappen,1,International,Red Bull,redbull,International,3,3,1:30.300,5,10,57,Finished,3.500,1:32.458,8,-2,-2,True,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Leclerc,Name Leclerc,LEC,leclerc,16,International,Ferrari,ferrari,International,4,4,1:30.400,6,8,57,Finished,4.000,1:32.075,9,-2,-2,True,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Stroll,Name Stroll,STR,stroll,18,International,Aston Martin,astonmartin,International,10,10,1:31.000,7,6,57,Finished,4.500,1:32.435,9,3,3,True,True
2024,4,2024-04-01,Japanese Grand Prix,Japanese Circuit,suzuka,False,Perez,Name Perez,PER,perez,11,International,Red Bull,redbull,International,7,7,1:30.700,8,4,57,Finished,5.000,1:32.953,5,-1,-1,True,True
